,评论内容
8681,不太懂 苹果 手机 不错 一切正常 官网查 保修 日期 365 天 爱思 助手 上查 充电 次数 次 CH 正品 国 行货 用得 不卡 玩游戏 贱爽 特别 喇叭 超 低音 
8682,很漂亮 流畅 清晰度 声音 双 喇叭 感觉 闷 撞沉 主 按键 6P 好用 无线 充电 续航 不错 轻中度 够 相机 6P 差 昏暗 拍摄 ldquo 时 rdquo 雪花 点 照片 6P 清晰 锐利 颜色 更真 
8683,手感 没得说 不亏验 正品 货 库存 机 照相 功能 没试 应用程序 没得说 巨 流畅 物流配送 杠杠 一句 话 威武 
8684,"好评 赞 
 京东 速度 够快 当天 达 
 手机 正品 瑕疵 期间 懂 打过 电话 客服 很快 解决 态度 
 半个 月 感觉良好 流畅 度 不用说 耳机 很赞 手机 自带 扬声器 外放 带感 
 电池 还好 充 电 
 想吐槽 充电器 helliphellip 自带 充电器 充电 真的 慢 买 充想 快充 充电 宝 
 一点 手机 挺重 钢化 膜 保护 壳 helliphellip "
8685,京东 物流 一如既往 手机 很漂亮 颜色 银色 温润 手里 厚实 
8686,漂亮 好用 流畅 做工 扎实 完美 IOS12 电池 续航 一整天 屏幕 细腻 京东 物流 很快 完美 配合 视频 软件 中度 一整天 电池 绰绰有余 
8687,期待已久 手机 第一次 真的 手感 舒服 手机 原装 正品 未激活 自营 物流 真的 早上 下单 下午 物流 小哥 五星 
8688,昨天 收到 感觉 真心 不错 运行 速度 挺快 拍照 效果 不错 手感 颜色 样子 满意 喜欢 
8689,包装 到位 手机 京东 自营 购买 京东 东哥 发货 傍晚 下单 隔天 中午 到查 激活 日期 全新 未 拆封 购买 保护 壳 钢化 膜 充电 宝 不错 愉快 购物 第一次 购买 iphone 系列 手机 日后 还会 回来 追评 第一次 贴膜 差点 浪费 三十多 一块 膜 
8690,反应速度 玻璃 手感 特别 舒服 外观 点 iphone   系列 外观 延续 挺 耐看 过年 活动 力 京东 自营 五星 好评 双摄 效果 出众 
8691,买 这款 膜 正品 质量 一款 产品 贴 清晰 屏幕显示 光线 柔和 外观 好看 包装 上档次 屏幕 清晰 正品 贴 手机 搭配 白边 气泡 情况 手感 舒适 触摸 手机 灵敏 滑动 手感 不错   好用 
8692,iPhone   6s   手里 8p   真的 质 飞跃   大大的 大气   黑色 沉稳   女生 手里 毫不费力   赞   喜欢 苹果 系统   支持 机子   大大的   感觉 视野 开阔   事业 开阔   新手机 新气象   新 加油   京东 配送   小哥 速度 超快   晚上 下单   第二天 中午 到手   赞   未激活 新机   放心 购买 
8693,果粉 秒 X 入手 一部 送给 女朋友 暖屏 喜欢 A11 仿生 速度 真的 反应速度 出色 期待 苹果 越做越 
8694,完 买 手机 选择 备份 恢复 X 系统 弄 悲 催 手机 强大 
8695,不错 担心 网上 买 不靠 谱 回来 两天 挺不错 流畅 不用 充电 耐用 期待 情况 
8696,乔布斯 纪念 机用 四年 换用 OPPO 两年 回 苹果 华为 有徕 卡三摄 色彩 饱满 久 视觉 疲劳 入 苹果 坑 屏幕 细腻 美观 大气 喜欢 电池 耐用 赞 
8697,想 买   买   流畅   舒服 很大   画质     苹果 一点   系统 真不错 
8698,苹果 手机 过安卓 手机 苹果 好用 流畅 电池 续航 不错 下载 五六 集 电视剧 完 上网 聊天 机不离 手 耍 手机 八点 出门 用到 晚上 八点 20% 电量 不错 拍照 效果 很棒 扬声器 声音 很大 
8699,5s 光荣 下岗 5s 一点 电池 轻度 玩 玩 想 换个 大屏 手机 这会 狠下 心买个 8p 苹果 确实 很棒 完美 买手机 京东 苹果 x 喜欢 5s 摔 买 
8700,手机 后边 一层 玻璃 好看 无线 充电 不错 电池 过度 玩 充 电能 顶 系统 流畅 舒服 
8701,手机 运行 速度 外观 漂亮 查 序列号 正品 拿到 那天 激活 深空 灰刚 拿到 白色 屏幕 黑边 习惯 还好 手感 重 47 寸屏 全 键盘 单手 打字 体验 相机 真的 很棒 
8702,iPhone8p 拍照 效果 网上 说 瑕疵 查 序列号 新机 顺手 第二次 用果 第一次 京东 买 希望 能用 久点 自营 好评 
8703,京东 快递 杠杠 外观 iPhone7 没什么 区别 双 摄像头 不错 拍照 效果 给力 续航 长 手感 价格 实惠 手机 
8704,"苹果 手机 看着 高大     运行 不错   红色 很漂亮 
 手机 拿来 电   开 开机     rarr rarr "
8705,Apple   iPhone   X   A1865   64GB 说 苹果 系统 手机 贵 买 同事 苹果 5s 拿到 手 沉垫 垫 厚重感 oled 屏幕 惊艳 屏幕 手机 很爽 说 烧 屏幕 后续 
8706,"拍照 效果 说 模式 厉害 
 运行 速度 很快 流畅 8plus 升级 太 舒服 
 有个 声音 百度 好像 升级 软件 总体 "
8707,手机 一切正常 功能 强大 正品 碰到 A11 芯片 强大 安兔 兔 跑 分 22 万 拍照 效果 后续 再来 追评 
8708,双十 一抢 深空 灰 64G5788 元帮 女朋友 买 机器 接近 完美 灰尘 缝隙 颜色 好看 价格比 双十 贵 几百 京东 物流 售后服务 买 
8709,手机 上官 网查 激活 保修期 正品 天 一切正常 网上 说 放心 购买 双十 价格 优惠 很大 赶紧 下手 反应速度 很快 
8710,6P 服役 三年 光荣 退役 8P 奶思 速度 很快 飞 感觉 喜欢 沉稳 黑色 我会 追加 评论 放心 买 
8711,星期 屏幕 很大 清晰 电池 耐用 运行 速度 很快 手感 玻璃 后屏 超级 美 京东 做 电子产品 起家 可以信赖 本来 想 买 华为 p20 喜欢 iOS   系统 买 苹果 一点 失望 这台 用个 几年 还会 苹果 一键 转移 资料 超级 图片 实在 懂 拍图 凑合着 看吧 
8712,天气 原因 情人节 那天 收到 手机 很晚 开心 正品 新机 查过 放心 手机 漂亮 爱不释手 当天 玩 凌晨 两点 纠结 买 苹果 款 推荐 推荐 8p 感觉 7p 好看 个人观点 纠结 颜色 选择 金色 是因为 金色 以往 精致 玻璃 面 好看 玻璃 面 粘 指纹 选择 灰黑色 指纹 灰黑色 好看 男生 适合 一点 女生 推荐 金色 搭配 手机 壳 手机 流畅 度 两天 时间 比较满意 发现 追评 
8713,显示 效果     运行 速度     流畅   拍照 效果     电池 续航   好用   电池 续航 能力 强     宝贝   全新 全套 原装 配件   值得 购买 
8714,一个月 评价 电池 续航 不错 配合 AirPods 感应 灵敏 喜欢 尺寸 屏幕 苹果 屏幕 X 方向 发展 喜欢 经典 尺寸 比例 月 号 活动 双六双 入手 白条 分 期 618 确实 降价 拆封 希望 京东 推出 越来越 活动 
8715,东西 不错 第二次 买 手机 上次 手机 真的 卡 退 手机 比上 稍 特别 京东 快递 服务到位 
8716,原图   会员     屏幕   性价比 高 a11 处理器 赞   我用 x 王者 吃 鸡 屏幕 小换 8p   性价比 极高 喜欢 7p   8p   7p 淘汰   8p 
8717,手机 运行 流畅 大型 游戏 运行 外观 完好 总体 满意   喜欢 入手 
8718,大屏幕 舒服 文字 照片 视频 舒适 色彩 还原 逼真 恰到好处 拍照 质量 好能 媲美 相机 操作 简单 画面 自然 和谐 浓浓的 p 图感 原图 感觉 
8719,帮 朋友 购买 第一 物流 县城 隔天 正品 外观 瑕疵 屏幕 完好 第三 很爽 流畅 纠结 几款 推荐 这款 香 
8720,犹豫 买选来 选去 买 质量 保障 查询 正品 拿到 手 那刻 手机 太靓 太 好看 手 感触 感 前所未有 棒 不错 通话质量 充电 速度 苹果 一贯 水准 续航 能力 相 提升 希望 进一步提高 音质 nice 无论是 外放 耳机 效果 舒服 一如既往 清晰 色彩 饱和度 提升 大大的 赞 
8721,电量 久 一充 够用 手感 摄像头 像素 杠杠 大屏 看电视 舒服 不卡 很棒 苹果 实体店 便宜 一千多块 
8722,手机 618 打白条 买 5499 平台 5188 选择 京东 贵 几百 买个 放心 昨天中午 收到 手机 拆箱 验机 激活 三码 合一 国行 正品 手机 很快 流畅 64G 够用 后续 评价 挺不错 购物 
8723,手机 收到 大爱 黑色 手里 质感 运行 流畅 电池 巅峰 值 时期 查 序列号 这是 第一次 京东 买手机 失望 手机 进一步 验证 中 
8724,全新 国行 正品 感觉 手感 不错 系统 挺 极速 情况 不好 苹果 信号 改善 段时间 追评 
8725,手机 外观 漂亮 8p 稍重 用安兔 兔 测试 跑 分 208 万跑 分看 网友 评论 查 序列号 M 开头 真机 非官 翻机 体验 一两天 游戏 顺畅 第一次 体验 iOS 系统 总体 满意 习惯 
8726,外观 7plus 一个样 屏幕 分辨率 高清晰 苹果 新 处理器 A11 运行 速度 满意 手机 运行 流畅 不卡顿 背面 采用 玻璃 材质 不错 握持 手感 金色 带有 红色 算 满意 用用 升级 系统 还好 hellip 再用 再评 
8727,犹豫 久 买 买 感觉 不错 手机 运行 压力 不发 烫手 感 特别 物流 很快 总体 满意 谢谢 
8728,颜色 颜值 好看 拍照 清晰 所见即 拍 吊炸天 黑 科技 体验 没说 苹果 拍 视频 能力 手机 算是 第一 接受 反驳 人像 效果 无线 充电 nfc 刷 地铁 强大 流畅 飞起 两个 手机 这是 第三个 内存 流畅 ios 开放 开发 很丝 滑 柔顺 喜欢 很棒 手机 苹果 手机 
8729,"正品 全新 未激活 京东 买 东西 放心 
 手机 流畅 续航 换成 双面 玻璃 缘故 7P 沉 感觉 设计 倒 适合 银色 耐看 干净 典雅 "
8730,这部 手机电池 如果说 玩游戏 速度 挺快 买 一款 手机 旧 手机 不好 部手机 完美 桃红色 背心 没多久 挺 喜欢 女孩子 特别 喜欢 红色 红色 显示 高贵 喜欢 不错 下次 光顾 京东 速度 拍照 不错 感谢 京东 
8731,早就 想 入手 一部 8p 关注 久 正好 赶上 苹果 降价 入手 苹果 系统 完美 流畅 卡顿 现象 这款 8p 外观 经典 很大 气后 壳 玻璃 材质 手感 不错 信赖 京东 品质 保证 
8732,第一次 京东 买手机 试 两天 挺 物流 不用说 手机 流畅 一切正常 刚买 无线 充电器 电池 损坏 
8733,苹果 手机 属实 毛病     给力     拍照 拍 视频     最给力 系统 完美 买 国产手机 挺 只不过 功能 苹果 大牌 
8734,"东西 收到 京东 快递 送货 一流 服务态度 好手 
 机用 很快 做工 音质 第一次 网上 买 苹果 手机 希望 售后 跟上 "
8735,外观 很漂亮   手感   手机 全新 正品   国行   查询 序列号   快递 很快   当天 晚上 七点 下单   第二天 九点 收到   感觉 真不错 
8736,一个月   确实 流畅 64G 够用 玩游戏 卡   耗电 支持 充用 ipad 充电 头 充电 很快   两 小时 充满 花 二三十块 钱 网上 买个 绿联 支持 5V   24A 充电 头 省钱 快充 方案 
8737,第二次 苹果 手机 捣鼓 晚上 输入 百多 联系人 感觉 屏幕 灵敏 外观 美美 套 透明 硅胶套 保护 玻璃 后壳 
8738,不错 昨天 点 10 抢到 黑色 今天下午 犹豫 久 换 8p         直营店 给力         安兔 兔 跑 分 222631 不错 
8739,手机 顺手 打字 顺手 太 宽 单手操作 摄像头 挺 好比 7p 色彩 鲜艳 满意 
8740,第一次 京东 购物 尝试 内心 忐忑 客服 咨询 告知 京东 苹果 官方 授权 国行 没错 倒霉 一年 丢 价格 买 真心 不错 京东 谱 一段时间 超好 
8741,京东 苹果 大减价 买 买 两台 8p 老婆 买 一台 做 生日礼物 同事 代买 一台 打白条 分 三期 免息 手机 拿到 满意 xr 好看 便宜 更好 屏 刘海 屏丑 运行 速度 很快 女生 喜欢 8P 外观 好看 
8742,续航 不错 质量 不错 瑕疵 机器 满意 后续 反馈 机器 速度 很快 五分 好评 
8743,满意 做工 很棒 屏幕 清晰 运行 流畅 第一次 苹果 震撼 一段时间 追加 
8744,手感 厚重 质感 屏幕 分辨率 不错 果粉 用管 换 系统 不错 
8745,显示 效果   手机 中 no1   运行 速度   运速 手机 之王 解释   拍照 效果   清晰 够 亮够 酷   电池 续航   玩游戏     嗨 购物 价格 实惠 公道 物美价廉 
8746,不错 真的 喜欢 运行 速度 质 飞跃 真的 打算 买 X 样机 喜欢 买 玻璃 后盖 不错 手感 
8747,机子 原装 物流 很快 刚刚 更新 完新 系统 流畅 屏幕 r11 半圈 
8748,手机 京东 买手机 电器 一类 没用过 苹果 安卓 两年 换 不行 卡顿 延迟 内存 发现     一段时间 华为     高端 一点 四千多 更贵 苹果 8p 四千多 果断 入手 王者 荣耀 v7 贵族 舍弃 来过 入手 流畅 画质       赞 
8749,几年 iphone   iphone8Plus   好看 依然 保留 设计 运行 流畅 A11 仿生 处理器 无线 充电 airpods 音效 确实 不错 
8750,物流 一如既往 地快 包装 完好 手机 贴 一层 防尘 膜 运行 速度 灵敏 电池 耐用 总体 感觉 不错 
8751,续航 拍照 强大 不愧 苹果 屏幕显示 清晰 细腻 功能强大 不卡 手感 戴套 刚刚 送货 速度 京东 值得 信赖 满意 五星 好评 
8752,手机 拿到 手 第五天 第一天 正式 安卓 系统 手机 特意 请教 身边 果机 同事 很快 手 令 欣慰 夜晚 拍照 清晰 铃声 特别 手机 装 防 摔 保护 壳 感觉 份量 双十 一买 划算 
8753,满意 新手机 黑色 好看 手机 重 照相 效果 价格 便宜 减了 好几百 不错 不错 
8754,机器 拿在手上     手感     玻璃 质感 温润   真的 喜欢 
8755,京东 买 好几个 手机 工作 第一次 买 贵 手机 手机 京东 买 oppor9 两年 坏过 卡 买 评论 担心 收到 检查 坏 瑕 丝 插卡 几天 评价 安卓 用惯 想 返回 键 苹果 系统 中 满意 信号 信任 京东 
8756,双 12 本来 预计 天才 提前 挺 佩服 京东 速度 6199 送 半年 碎 屏险 家里人 手机 京东 自营 买 质量 杠杠 手机 瑕疵 流畅 我选 银色 金色 烂 大街 黑色 粘 指纹 银色 耐看 
8757,"正品 新 机子 查 序列 码用 
 屏幕 几代 护眼 舒服 
 机子 流畅 新 机子 功能 百度 挺 哒 
 哈哈哈 安卓 app 
 反正 
 买 学生 党 利息 信贷 公司 高 挺不错 "
8758,半个 月 真的 喜欢 三星 粉 苹果 买 pad 红色 特别版 漂亮 电池 内存 满意 做 测评 目测 够用 几日 京东 入 设备 希望 优惠 
8759,手机 很漂亮 屏幕 很大 舒服 背面 好看 新 功能 介绍 教 便捷 苹果 手机 待机 续航 时间 很长 不间断 打电话 发微信 隔 电 
8760,官方 正品 指纹识别 灵敏 运行 流畅 打游戏 棒 一点 不卡顿 这款 手机 实在 说 不好 屏 体验 
8761,111 号 一早 直降 800 买好 送 老婆 手机 收到 后边 拍 视频 拆箱 网上 说 担心 没想到 宝贝 给力 12 月 生产 新机 官网查 保修 2019110 号 新 机器 
8762,男人 骚红 酷毙了 一点 不害羞 本命年 手机 正品 无误 品相 完美 充电 月份 生产 喜欢 X 习惯 指纹 解锁 支付 
8763,抱歉 收货 晚 回去 测试 完好无损 卖家 有问有答 回复 干脆 爽快 果断 点赞 
8764,拍照 清晰 电池 中 上午 收货 充 过电 总体 感觉 不错 女朋友 买 开心 几天 追评 
8765,收到 满意 瑕疵 金色 颜色 偏粉 特别 适合 女性 机身 采用 玻璃 设计 一切正常 无线 充电 特别 喜欢 这项 设计 人像 模式 玩游戏 卡顿 指纹 灵敏 
8766,"舒服 5s 跳到 8p 提升 大屏幕 够 电视剧 5s 舒服 5s 英寸 太小 
 打开 软件 速度 很快 拍照 不错 听歌 音量 挺 大声 音质 不错 中度 使用者 续航 "
8767,还好       测 序列号     正国行 正品     保修期   挺 喜欢         颜色       终于 换 手机     开心 
8768,第三次 京东 买 苹果 iPhone 产品   可靠   机器 全新   拿来 朋友 迫不及待 开启   激活   玻璃 背面 摸 手感 很棒 
8769,手机 好久 纠结 好久 最终 买 新手机 手感 不错 颜色 好看 屏幕 很大 最最 最最 满意 地方 再也不会 感觉 卡 挺好用 电池 续航 能力 算不算 反正 充满 用个 两天 充电 速度 慢 不想 充电 边玩 伤 电池 有没有 普及 正确 充电 方式 喜欢 新手机 投奔 大军 
8770,深空 灰 确实 适合 大老爷们 很漂亮 喇叭 确实 不错 声音 杠杠 滴 开 变音 屏幕 看着 舒服 貌似 保护 眼睛 开机 运行 灰常 流畅 总体 满意 6S   PLUS 两个 纠结 京东 正品 物流 很快 下次 还会 光顾 
